time,amplitude
0.0,0.6620539311682365
0.005005005005005005,1.0440946007229495
0.01001001001001001,1.578244738269154
0.015015015015015015,2.2170213193647474
0.02002002002002002,2.9032581956677803
0.025025025025025023,3.5757298427406967
0.03003003003003003,4.1751640068522144
0.035035035035035036,4.650053055204932
0.04004004004004004,4.961693673625701
0.04504504504504504,5.08796034168233
0.050050050050050046,5.0254423133049455
0.055055055055055056,4.78973444898253
0.06006006006006006,4.413853428812649
0.06506506506506507,3.94493485236745
0.07007007007007007,3.4395354557492364
0.07507507507507508,2.958001598553961
0.08008008008008008,2.5584568631529576
0.08508508508508508,2.2909990716362794
0.09009009009009009,2.1926765865070044
0.09509509509509509,2.2837374234940553
0.10010010010010009,2.5655199550293575
0.10510510510510511,3.0201930557622574
0.11011011011011011,3.612372220087014
0.11511511511511512,4.29245424952804
0.12012012012012012,5.001344604598924
0.12512512512512514,5.676114967836777
0.13013013013013014,6.256037364408985
0.13513513513513514,6.68840427860839
0.14014014014014015,6.933565208352559
0.14514514514514515,6.968686955167059
0.15015015015015015,6.7898701158300545
0.15515515515515516,6.4124154471389945
0.16016016016016016,5.869215205950341
0.16516516516516516,5.207428427935788
0.17017017017017017,4.483767367300813
0.17517517517517517,3.7588584733303647
0.18018018018018017,3.0912319744096166
0.18518518518518517,2.531530481206697
0.19019019019019018,2.117505444279732
0.19519519519519518,1.8702929244805315
0.20020020020020018,1.7923345472196273
0.20520520520520522,1.8671480326179026
0.21021021021021022,2.060970161843234
0.21521521521521522,2.3261112614180415
0.22022022022022023,2.6056922883090334
0.22522522522522523,2.839299857836909
0.23023023023023023,2.9690043886552573
0.23523523523523523,2.9451507891642827
0.24024024024024024,2.731353285297886
0.24524524524524524,2.3082039167955664
0.2502502502502503,1.6753302657641043
0.2552552552552553,0.8515997668160076
0.2602602602602603,-0.12655038472919422
0.2652652652652653,-1.208494978311267
0.2702702702702703,-2.3341836623034697
0.2752752752752753,-3.439819055184186
0.2802802802802803,-4.463894521281713
0.2852852852852853,-5.353000839206543
0.2902902902902903,-6.066833724590577
0.2952952952952953,-6.58191260486224
0.3003003003003003,-6.893647488855758
0.3053053053053053,-7.016552825745407
0.3103103103103103,-6.982589011523712
0.3153153153153153,-6.837795849154465
0.3203203203203203,-6.637549788063758
0.3253253253253253,-6.440911729238753
0.3303303303303303,-6.304621346868172
0.3353353353353353,-6.27732850100058
0.34034034034034033,-6.394629002525125
0.34534534534534533,-6.675393028909841
0.35035035035035034,-7.119747621893753
0.35535535535535534,-7.708912370670364
0.36036036036036034,-8.40690551806838
0.36536536536536535,-9.163954161323401
0.37037037037037035,-9.921274958528883
0.37537537537537535,-10.616757202866248
0.38038038038038036,-11.190991487020952
0.38538538538538536,-11.59305314477455
0.39039039039039036,-11.785473564992602
0.39539539539539537,-11.747911981306006
0.40040040040040037,-11.479167651632888
0.40540540540540543,-10.997334969681685
0.41041041041041043,-10.338086046136187
0.41541541541541543,-9.55124881117285
0.42042042042042044,-8.696015724177997
0.42542542542542544,-7.835252349229913
0.43043043043043044,-7.029463207369428
0.43543543543543545,-6.3310058038676775
0.44044044044044045,-5.779119267174051
0.44544544544544545,-5.396254026179555
0.45045045045045046,-5.186061242259083
0.45545545545545546,-5.133237829074739
0.46046046046046046,-5.205240812910285
0.46546546546546547,-5.355701368691687
0.47047047047047047,-5.5292021022389255
0.4754754754754755,-5.6669473946438265
0.4804804804804805,-5.712768999164411
0.4854854854854855,-5.618876179335562
0.4904904904904905,-5.350784726286022
0.4954954954954955,-4.8909397366652545
0.5005005005005005,-4.240675170213695
0.5055055055055055,-3.420316369724648
0.5105105105105106,-2.4674139123072667
0.5155155155155156,-1.4332804999690616
0.5205205205205206,-0.3781691069128241
0.5255255255255256,0.6344360515009169
0.5305305305305306,1.54385705706884
0.5355355355355356,2.297997342900863
0.5405405405405406,2.858288908228455
0.5455455455455456,3.2033274180513747
0.5505505505505506,3.3308394829265433
0.5555555555555556,3.2577898676860504
0.5605605605605606,3.0186186830610144
0.5655655655655656,2.6617818914676494
0.5705705705705706,2.244934732642438
0.5755755755755756,1.8292306391263824
0.5805805805805806,1.4732948256481837
0.5855855855855856,1.2274635061729873
0.5905905905905906,1.1288535029043265
0.5955955955955956,1.1977454326793726
0.6006006006006006,1.4356346904352808
0.6056056056056056,1.8251407469409675
0.6106106106106106,2.33178289594664
0.6156156156156156,2.907447413513947
0.6206206206206206,3.4952050962282213
0.6256256256256256,4.035005607161359
0.6306306306306306,4.469688979049206
0.6356356356356356,4.750723446570708
0.6406406406406406,4.843105562311955
0.6456456456456456,4.728940667507778
0.6506506506506506,4.4093511851743
0.6556556556556556,3.904524188596976
0.6606606606606606,3.2518921885079384
0.6656656656656657,2.5026241787483827
0.6706706706706707,1.7167697243062523
0.6756756756756757,0.957531010707651
0.6806806806806807,0.28522333951524415
0.6856856856856857,-0.2484848416786709
0.6906906906906907,-0.605488647045056
0.6956956956956957,-0.7648391123652544
0.7007007007007007,-0.7246599395564969
0.7057057057057057,-0.5022016212098003
0.7107107107107107,-0.13202853724910057
0.7157157157157157,0.33748236178983326
0.7207207207207207,0.848987172516819
0.7257257257257257,1.3418891030940632
0.7307307307307307,1.7583600640889627
0.7357357357357357,2.0490788182970494
0.7407407407407407,2.178122639329586
0.7457457457457457,2.1265325713355807
0.7507507507507507,1.8942025942748226
0.7557557557557557,1.4999075082343747
0.7607607607607607,0.9794670200523998
0.7657657657657657,0.38222642845051924
0.7707707707707707,-0.2338004813537644
0.7757757757757757,-0.8076494114076347
0.7807807807807807,-1.281422943491651
0.7857857857857857,-1.6060164481483206
0.7907907907907907,-1.7459901201611157
0.7957957957957957,-1.683108431080501
0.8008008008008007,-1.4181989318284978
0.8058058058058059,-0.971147129459967
0.8108108108108109,-0.37902693927126174
0.8158158158158159,0.3074509501138385
0.8208208208208209,1.0288254979493665
0.8258258258258259,1.722628308084476
0.8308308308308309,2.3294209732631455
0.8358358358358359,2.7985356554559533
0.8408408408408409,3.092956873723819
0.8458458458458459,3.192866668634812
0.8508508508508509,3.097506366427422
0.8558558558558559,2.8251732234396494
0.8608608608608609,2.411353103322021
0.8658658658658659,1.9051730905235624
0.8708708708708709,1.3645226497356484
0.8758758758758759,0.8503224485724976
0.8808808808808809,0.4205034702374002
0.8858858858858859,0.12428736444615307
0.8908908908908909,-0.002670658416006333
0.8958958958958959,0.05820021539063491
0.9009009009009009,0.3065527518732427
0.9059059059059059,0.7231521802200191
